text,sentiment
till day vote,1
reward task say pick boyfriend dinner date videoread,1
men already line take care trip dubai bbnaija housemate revealsread,1
authentic finalistevery finalist issa vetolist,2
win s eviction twist task amp join rest house final week,2
win s eviction twist task amp join rest house final week,2
say cheat stop cheat thieve,1
girls fan toxic asffck fan emphasis nonsense human be,1
please go animals page youll understand say rise fan comment section,1
stanning big brother naija housemates since make sure cast vote want emmanual big brotherso pls dont misjudge,2
find funny use full chest toast infront cause fight continue,2
showbefore goinginto thehouseall woman,1
focus liquolions ignore everything million goal,1
copy paste justice justice justice justice justice justice justice justice paste justice justice justice,1
set game like one finale vote cast imagine happen,0
indicative die show production scramble twit unfairly rob viewers vote choice,0
anambraare ready,2
oh voice poor ship ur risk bbn show,0
eviction twist nonsense would even make sense assume receive equal amount vote dont rob spot final earn suppose finale,1
massive cum aggressive decampaign boy scale ok money geng week show dem madness finals gather number like apocalypse,2
bed hot,2
shine eye fams pleasewe cant fight,1
preorder itunes spotify,1
sleep tonight wellwhere kayode need cameras room,1
bbnaija want send home tell straight dont go corner,2
first time othe fanbase impersonate liquolions emirates cause drift fanbasethis time need understand always agenda baffle guy keep fall,2
awake gisting kayode begin work shift camera,1
everybody cry girlsome even say sugar daddy cant let go like better tin,2
moneygang wasnt good enough switch pleasei know motivation us better vote last week please week must x better war,2
whoever mean win winwhy r ppl obsess wit strategy wmg tht dem fine dnt ths nation oda dem dat nw disshebi wan con join us vote talk na,2
must come back cause firstly deserve also jokingly mention inside lifein reference say cookingbeing kitchen strategy white moneygeneral must come back stop lame joke,0
really up s game take fight kichen monopoly thing wm highlight,0
baseless fanbase mad person people everywhere god go shame us anyway,0
baby miss fashion killer swaggergirrllllll come prepare showi love confidence zeal hadi wish best shine bright like,2
someone check oooo hope pple never open vote make four house mat get vote edge ooo,1
know bigbrother doingthey want spoil things humble fellow hope fan stick wm till finals,0
wild cardhoh reignkitchen monopolyeviction twistthese biggest highlight shine ya eyeall centre around the king shine ya eye,2
really happen bed,2
case bbn allow campaign vote please stop comparison entertainment show accommodate strategies organizer decide rule game,0
think see already season need think come amp see eviction twist toh mad,0
think see already season need think come amp see eviction twist toh mad,0
listen say heres bf mudwas kiss peck,1
big brothers house big brother make rule didnt say fair select hoh amp dhoh theyve compete title past,2
stop cheat,1
s eviction prank,1
just sake week neighbour rest shop people live street wont rest wo office ppl hear dis week keep leave rest wmg,2
shock break news,1
nnu shock break news,1
girl wey know house na get seven days hen eye jamb go go face,1
shock break news,1
twist eviction unfair show clearly want among top invariably tell us previous eviction scam viewers vote decide,0
go vote finale,1
big brothers twist go pear shape nothing ridiculous disappointments consistently fall short viewers expectations wack season indeed,0
upgrade keep house go reimburse everyday show lose credibility amp smh,0
funny part people think ask really know go,2
least person hear word final week last woman stand flirt,0
shut mouth hw fine talk take concern liquor lion emmaunel en,2
shld lay garden bed tease but face crankys bipolar mother giant toy truck big brother nigeria lose credibility year,1
copy paste justice justice justice justice justice justice justice justice paste justice justice justice,1
baddie shock break news,1
copy paste justice justice justice justice justice justice justice justice paste justice justice justice,1
copy paste justice justice justice justice justice justice justice justice paste justice justice justice,1
im liquolion guy look s fansu must myopic think doesnt fanbasethe guy doesnt deserve disrespect dish himhe clearly deserve finale stop,2
copy paste justice justice justice justice justice justice justice justice paste justice justice justice,1
zone copy paste justice justice justice justice justice justice justice justice paste justice justice justice,1
shock break news,1
copy paste justice justice justice justice justice justice justice justice paste justice justice justice,1
copy paste justice justice justice justice justice justice justice justice paste justice justice justice,1
abeg ooo help us vote,1
copy paste justice justice justice justice justice justice justice justice paste justice justice justice,1
insult ozo go apologize real definition mumu,2
shock break news,1
retweeting culture,1
ninja catch eye paparazzi,1
copy paste justice justice justice justice justice justice justice justice paste justice justice justice,1
shock break news,1
wemimo ok copy paste justice justice justice justice justice justice justice justice paste justice justice,2
